code,term
890395002,Congenital muscular dystrophy type 1D large gene mutation
898941951000119108,Cerebrovascular accident due to occlusion of bilateral vertebral arteries
90099008,Subcortical leukoencephalopathy
9105005,Muscle adenosine monophosphate deaminase deficiency
915141931000119109,Cerebrovascular accident due to embolism of basilar artery
91637004,Myasthenia gravis
931164671000119105,Acute cerebrovascular accident due to embolism of right middle cerebral artery
93153005,Limb-girdle muscular dystrophy
936648941000119105,Acute cerebrovascular accident due to embolism of left middle cerebral artery
939885431000119109,Cerebrovascular accident due to embolism of bilateral middle cerebral arteries
95454007,Brain stem hemorrhage
95457000,Brain stem infarction
95460007,Cerebellar infarction
95647008,Upper motor neuron disease
957319791000119104,Cerebrovascular accident due to thrombosis of left cerebellar artery
99451000119105,Cerebral infarction due to stenosis of carotid artery
